,word_path,content,font,author,work_id,position
1978,images/regular/zhong-shaojing/DP154062/65.jpg,性,regular,zhong-shaojing,DP154062,"[848, 3250, 1040, 3432]"
1979,images/regular/zhong-shaojing/DP154062/66.jpg,淹,regular,zhong-shaojing,DP154062,"[1388, 1170, 1590, 1360]"
1980,images/regular/zhong-shaojing/DP154062/67.jpg,衣,regular,zhong-shaojing,DP154062,"[1143, 563, 1336, 748]"
1981,images/regular/zhong-shaojing/DP154062/68.jpg,清,regular,zhong-shaojing,DP154062,"[275, 518, 474, 712]"
1982,images/regular/zhong-shaojing/DP154062/69.jpg,亡,regular,zhong-shaojing,DP154062,"[852, 2092, 1053, 2275]"
1983,images/regular/zhong-shaojing/DP154062/70.jpg,災,regular,zhong-shaojing,DP154062,"[863, 3418, 1056, 3602]"
1984,images/regular/zhong-shaojing/DP154062/71.jpg,食,regular,zhong-shaojing,DP154062,"[1132, 1722, 1320, 1903]"
1985,images/regular/zhong-shaojing/DP154062/72.jpg,死,regular,zhong-shaojing,DP154062,"[579, 918, 777, 1103]"
1986,images/regular/zhong-shaojing/DP154062/73.jpg,假,regular,zhong-shaojing,DP154062,"[1145, 1137, 1345, 1323]"
1987,images/regular/zhong-shaojing/DP154062/74.jpg,於,regular,zhong-shaojing,DP154062,"[554, 2494, 752, 2685]"
1988,images/regular/zhong-shaojing/DP154062/75.jpg,常,regular,zhong-shaojing,DP154062,"[569, 1712, 771, 1909]"
1989,images/regular/zhong-shaojing/DP154062/76.jpg,瓊,regular,zhong-shaojing,DP154062,"[266, 742, 482, 957]"
1990,images/regular/zhong-shaojing/DP154062/77.jpg,家,regular,zhong-shaojing,DP154062,"[1387, 2296, 1576, 2486]"
1991,images/regular/zhong-shaojing/DP154062/78.jpg,燒,regular,zhong-shaojing,DP154062,"[558, 2101, 766, 2290]"
1992,images/regular/zhong-shaojing/DP154062/79.jpg,甚,regular,zhong-shaojing,DP154062,"[852, 1278, 1059, 1474]"
1993,images/regular/zhong-shaojing/DP154062/80.jpg,及,regular,zhong-shaojing,DP154062,"[584, 350, 781, 540]"
1994,images/regular/zhong-shaojing/DP154062/81.jpg,香,regular,zhong-shaojing,DP154062,"[561, 2292, 768, 2486]"
1995,images/regular/zhong-shaojing/DP154062/82.jpg,床,regular,zhong-shaojing,DP154062,"[557, 2912, 758, 3099]"
1996,images/regular/zhong-shaojing/DP154062/83.jpg,及,regular,zhong-shaojing,DP154062,"[1140, 2293, 1342, 2487]"
1997,images/regular/zhong-shaojing/DP154062/84.jpg,寢,regular,zhong-shaojing,DP154062,"[556, 2701, 758, 2904]"
1998,images/regular/zhong-shaojing/DP154062/85.jpg,符,regular,zhong-shaojing,DP154062,"[249, 1341, 446, 1527]"
1999,images/regular/zhong-shaojing/DP154062/86.jpg,寢,regular,zhong-shaojing,DP154062,"[1142, 367, 1343, 572]"
2000,images/regular/zhong-shaojing/DP154067/0.jpg,王,regular,zhong-shaojing,DP154067,"[802, 1343, 987, 1512]"
2001,images/regular/zhong-shaojing/DP154067/1.jpg,人,regular,zhong-shaojing,DP154067,"[1078, 970, 1298, 1126]"
2002,images/regular/zhong-shaojing/DP154067/2.jpg,一,regular,zhong-shaojing,DP154067,"[526, 359, 715, 506]"
2003,images/regular/zhong-shaojing/DP154067/3.jpg,久,regular,zhong-shaojing,DP154067,"[270, 1541, 465, 1688]"
2004,images/regular/zhong-shaojing/DP154067/4.jpg,之,regular,zhong-shaojing,DP154067,"[287, 3020, 472, 3174]"
2005,images/regular/zhong-shaojing/DP154067/5.jpg,日,regular,zhong-shaojing,DP154067,"[553, 555, 717, 705]"
2006,images/regular/zhong-shaojing/DP154067/6.jpg,宣,regular,zhong-shaojing,DP154067,"[797, 1176, 1005, 1371]"
2007,images/regular/zhong-shaojing/DP154067/7.jpg,周,regular,zhong-shaojing,DP154067,"[817, 986, 1006, 1159]"
2008,images/regular/zhong-shaojing/DP154067/8.jpg,乃,regular,zhong-shaojing,DP154067,"[278, 2044, 474, 2244]"
2009,images/regular/zhong-shaojing/DP154067/9.jpg,六,regular,zhong-shaojing,DP154067,"[819, 2646, 1022, 2798]"
2010,images/regular/zhong-shaojing/DP154067/10.jpg,在,regular,zhong-shaojing,DP154067,"[269, 544, 468, 721]"
2011,images/regular/zhong-shaojing/DP154067/11.jpg,玄,regular,zhong-shaojing,DP154067,"[1099, 3384, 1288, 3557]"
2012,images/regular/zhong-shaojing/DP154067/12.jpg,鳥,regular,zhong-shaojing,DP154067,"[563, 2278, 751, 2455]"
2013,images/regular/zhong-shaojing/DP154067/13.jpg,人,regular,zhong-shaojing,DP154067,"[805, 1710, 1013, 1867]"
2014,images/regular/zhong-shaojing/DP154067/14.jpg,之,regular,zhong-shaojing,DP154067,"[275, 1901, 463, 2062]"
2015,images/regular/zhong-shaojing/DP154067/15.jpg,此,regular,zhong-shaojing,DP154067,"[1092, 2120, 1279, 2271]"
2017,images/regular/zhong-shaojing/DP154067/17.jpg,能,regular,zhong-shaojing,DP154067,"[822, 3406, 1015, 3583]"
2018,images/regular/zhong-shaojing/DP154067/18.jpg,也,regular,zhong-shaojing,DP154067,"[1372, 587, 1552, 753]"
2019,images/regular/zhong-shaojing/DP154067/19.jpg,里,regular,zhong-shaojing,DP154067,"[545, 1308, 718, 1468]"
2020,images/regular/zhong-shaojing/DP154067/20.jpg,中,regular,zhong-shaojing,DP154067,"[1104, 2656, 1286, 2832]"
2021,images/regular/zhong-shaojing/DP154067/21.jpg,服,regular,zhong-shaojing,DP154067,"[806, 1878, 992, 2046]"
2022,images/regular/zhong-shaojing/DP154067/22.jpg,道,regular,zhong-shaojing,DP154067,"[275, 3197, 468, 3374]"
2023,images/regular/zhong-shaojing/DP154067/23.jpg,甲,regular,zhong-shaojing,DP154067,"[828, 2832, 1024, 3009]"
2024,images/regular/zhong-shaojing/DP154067/24.jpg,三,regular,zhong-shaojing,DP154067,"[540, 949, 723, 1083]"
2025,images/regular/zhong-shaojing/DP154067/25.jpg,成,regular,zhong-shaojing,DP154067,"[301, 3379, 485, 3558]"
2026,images/regular/zhong-shaojing/DP154067/26.jpg,此,regular,zhong-shaojing,DP154067,"[807, 2072, 995, 2225]"
2027,images/regular/zhong-shaojing/DP154067/27.jpg,宋,regular,zhong-shaojing,DP154067,"[1107, 3032, 1298, 3210]"
2028,images/regular/zhong-shaojing/DP154067/28.jpg,崇,regular,zhong-shaojing,DP154067,"[277, 734, 473, 926]"
2029,images/regular/zhong-shaojing/DP154067/29.jpg,千,regular,zhong-shaojing,DP154067,"[536, 1128, 714, 1291]"
2030,images/regular/zhong-shaojing/DP154067/30.jpg,玄,regular,zhong-shaojing,DP154067,"[783, 611, 999, 794]"
2031,images/regular/zhong-shaojing/DP154067/31.jpg,隨,regular,zhong-shaojing,DP154067,"[283, 1713, 472, 1894]"
2032,images/regular/zhong-shaojing/DP154067/32.jpg,者,regular,zhong-shaojing,DP154067,"[784, 788, 993, 977]"
2033,images/regular/zhong-shaojing/DP154067/33.jpg,方,regular,zhong-shaojing,DP154067,"[1089, 2273, 1278, 2446]"
2034,images/regular/zhong-shaojing/DP154067/34.jpg,昔,regular,zhong-shaojing,DP154067,"[1074, 1727, 1276, 1916]"
2035,images/regular/zhong-shaojing/DP154067/35.jpg,真,regular,zhong-shaojing,DP154067,"[1067, 774, 1282, 975]"
2036,images/regular/zhong-shaojing/DP154067/36.jpg,法,regular,zhong-shaojing,DP154067,"[292, 2638, 483, 2814]"
2037,images/regular/zhong-shaojing/DP154067/37.jpg,德,regular,zhong-shaojing,DP154067,"[1094, 3204, 1300, 3390]"
2038,images/regular/zhong-shaojing/DP154067/38.jpg,致,regular,zhong-shaojing,DP154067,"[1346, 382, 1543, 575]"
2039,images/regular/zhong-shaojing/DP154067/39.jpg,靈,regular,zhong-shaojing,DP154067,"[822, 2251, 1003, 2433]"
2040,images/regular/zhong-shaojing/DP154067/40.jpg,道,regular,zhong-shaojing,DP154067,"[812, 3230, 1000, 3401]"
2041,images/regular/zhong-shaojing/DP154067/41.jpg,偉,regular,zhong-shaojing,DP154067,"[1083, 1317, 1271, 1511]"
2042,images/regular/zhong-shaojing/DP154067/42.jpg,高,regular,zhong-shaojing,DP154067,"[291, 947, 475, 1127]"
2043,images/regular/zhong-shaojing/DP154067/43.jpg,偉,regular,zhong-shaojing,DP154067,"[281, 1148, 474, 1335]"
2044,images/regular/zhong-shaojing/DP154067/44.jpg,得,regular,zhong-shaojing,DP154067,"[564, 2654, 762, 2847]"
2045,images/regular/zhong-shaojing/DP154067/45.jpg,岳,regular,zhong-shaojing,DP154067,"[1087, 2835, 1286, 3014]"
2046,images/regular/zhong-shaojing/DP154067/46.jpg,於,regular,zhong-shaojing,DP154067,"[1090, 2456, 1289, 2642]"
2047,images/regular/zhong-shaojing/DP154067/47.jpg,數,regular,zhong-shaojing,DP154067,"[542, 1494, 734, 1682]"
2048,images/regular/zhong-shaojing/DP154067/48.jpg,今,regular,zhong-shaojing,DP154067,"[270, 366, 485, 552]"
2049,images/regular/zhong-shaojing/DP154067/49.jpg,時,regular,zhong-shaojing,DP154067,"[816, 1522, 1012, 1708]"
2050,images/regular/zhong-shaojing/DP154067/50.jpg,受,regular,zhong-shaojing,DP154067,"[283, 2449, 487, 2644]"
2051,images/regular/zhong-shaojing/DP154067/51.jpg,疑,regular,zhong-shaojing,DP154067,"[1079, 574, 1295, 780]"
2052,images/regular/zhong-shaojing/DP154067/52.jpg,形,regular,zhong-shaojing,DP154067,"[544, 1912, 740, 2094]"
2053,images/regular/zhong-shaojing/DP154067/53.jpg,靈,regular,zhong-shaojing,DP154067,"[557, 3062, 746, 3252]"
2054,images/regular/zhong-shaojing/DP154067/54.jpg,真,regular,zhong-shaojing,DP154067,"[532, 2840, 744, 3046]"
2055,images/regular/zhong-shaojing/DP154067/55.jpg,飛,regular,zhong-shaojing,DP154067,"[822, 2456, 1015, 2646]"
2056,images/regular/zhong-shaojing/DP154067/56.jpg,為,regular,zhong-shaojing,DP154067,"[542, 2106, 742, 2295]"
2057,images/regular/zhong-shaojing/DP154067/57.jpg,受,regular,zhong-shaojing,DP154067,"[1088, 1934, 1282, 2116]"
2058,images/regular/zhong-shaojing/DP154067/58.jpg,行,regular,zhong-shaojing,DP154067,"[535, 733, 731, 921]"
2059,images/regular/zhong-shaojing/DP154067/59.jpg,變,regular,zhong-shaojing,DP154067,"[550, 1703, 746, 1897]"
2060,images/regular/zhong-shaojing/DP154067/60.jpg,韓,regular,zhong-shaojing,DP154067,"[1081, 1113, 1283, 1312]"
2061,images/regular/zhong-shaojing/DP154067/61.jpg,九,regular,zhong-shaojing,DP154067,"[1078, 389, 1277, 564]"
2062,images/regular/zhong-shaojing/DP154067/62.jpg,獸,regular,zhong-shaojing,DP154067,"[569, 2456, 766, 2643]"
2063,images/regular/zhong-shaojing/DP154067/63.jpg,行,regular,zhong-shaojing,DP154067,"[279, 2833, 483, 3017]"
2064,images/regular/zhong-shaojing/DP154067/64.jpg,德,regular,zhong-shaojing,DP154067,"[789, 386, 1004, 600]"
2065,images/regular/zhong-shaojing/DP154067/65.jpg,遠,regular,zhong-shaojing,DP154067,"[278, 1333, 475, 1522]"
2066,images/regular/zhong-shaojing/DP154067/66.jpg,得,regular,zhong-shaojing,DP154067,"[273, 2247, 471, 2435]"
2067,images/regular/zhong-shaojing/DP154067/67.jpg,遠,regular,zhong-shaojing,DP154067,"[1077, 1516, 1275, 1716]"
2068,images/regular/zhong-shaojing/DP154067/68.jpg,得,regular,zhong-shaojing,DP154067,"[816, 3026, 1010, 3214]"
2069,images/regular/zhong-shaojing/DP154064/0.jpg,亡,regular,zhong-shaojing,DP154064,"[253, 1290, 443, 1432]"
2070,images/regular/zhong-shaojing/DP154064/1.jpg,生,regular,zhong-shaojing,DP154064,"[275, 1667, 455, 1821]"
2071,images/regular/zhong-shaojing/DP154064/2.jpg,久,regular,zhong-shaojing,DP154064,"[523, 3281, 713, 3424]"
2072,images/regular/zhong-shaojing/DP154064/3.jpg,九,regular,zhong-shaojing,DP154064,"[1073, 1568, 1279, 1727]"
2073,images/regular/zhong-shaojing/DP154064/4.jpg,六,regular,zhong-shaojing,DP154064,"[812, 732, 1021, 880]"
2074,images/regular/zhong-shaojing/DP154064/5.jpg,人,regular,zhong-shaojing,DP154064,"[795, 3222, 1007, 3383]"
2075,images/regular/zhong-shaojing/DP154064/6.jpg,乃,regular,zhong-shaojing,DP154064,"[791, 3398, 970, 3587]"
2076,images/regular/zhong-shaojing/DP154064/7.jpg,而,regular,zhong-shaojing,DP154064,"[537, 2286, 718, 2441]"
2077,images/regular/zhong-shaojing/DP154064/8.jpg,之,regular,zhong-shaojing,DP154064,"[532, 739, 725, 902]"
2078,images/regular/zhong-shaojing/DP154064/9.jpg,而,regular,zhong-shaojing,DP154064,"[1374, 2513, 1557, 2671]"
2079,images/regular/zhong-shaojing/DP154064/10.jpg,必,regular,zhong-shaojing,DP154064,"[1364, 1156, 1551, 1316]"
2080,images/regular/zhong-shaojing/DP154064/11.jpg,坐,regular,zhong-shaojing,DP154064,"[261, 709, 450, 885]"
2081,images/regular/zhong-shaojing/DP154064/12.jpg,萬,regular,zhong-shaojing,DP154064,"[281, 2661, 479, 2858]"
2082,images/regular/zhong-shaojing/DP154064/13.jpg,立,regular,zhong-shaojing,DP154064,"[246, 1103, 447, 1269]"
2083,images/regular/zhong-shaojing/DP154064/14.jpg,久,regular,zhong-shaojing,DP154064,"[267, 1861, 460, 2023]"
2084,images/regular/zhong-shaojing/DP154064/15.jpg,映,regular,zhong-shaojing,DP154064,"[810, 1298, 1003, 1472]"
2085,images/regular/zhong-shaojing/DP154064/16.jpg,在,regular,zhong-shaojing,DP154064,"[248, 909, 453, 1089]"
2086,images/regular/zhong-shaojing/DP154064/17.jpg,端,regular,zhong-shaojing,DP154064,"[291, 2871, 479, 3041]"
2087,images/regular/zhong-shaojing/DP154064/18.jpg,勤,regular,zhong-shaojing,DP154064,"[522, 3432, 701, 3602]"
2088,images/regular/zhong-shaojing/DP154064/19.jpg,化,regular,zhong-shaojing,DP154064,"[293, 2464, 488, 2643]"
2090,images/regular/zhong-shaojing/DP154064/21.jpg,甲,regular,zhong-shaojing,DP154064,"[824, 907, 1014, 1081]"
2091,images/regular/zhong-shaojing/DP154064/22.jpg,仙,regular,zhong-shaojing,DP154064,"[1363, 1925, 1554, 2091]"
2092,images/regular/zhong-shaojing/DP154064/23.jpg,至,regular,zhong-shaojing,DP154064,"[799, 2683, 986, 2857]"
2093,images/regular/zhong-shaojing/DP154064/24.jpg,不,regular,zhong-shaojing,DP154064,"[1122, 368, 1302, 530]"
2094,images/regular/zhong-shaojing/DP154064/25.jpg,至,regular,zhong-shaojing,DP154064,"[801, 2303, 985, 2468]"
2095,images/regular/zhong-shaojing/DP154064/26.jpg,之,regular,zhong-shaojing,DP154064,"[803, 1489, 996, 1654]"
2096,images/regular/zhong-shaojing/DP154064/27.jpg,奉,regular,zhong-shaojing,DP154064,"[1349, 2701, 1568, 2913]"
2097,images/regular/zhong-shaojing/DP154064/28.jpg,卒,regular,zhong-shaojing,DP154064,"[274, 3449, 469, 3633]"
2098,images/regular/zhong-shaojing/DP154064/29.jpg,易,regular,zhong-shaojing,DP154064,"[539, 2885, 707, 3073]"
2099,images/regular/zhong-shaojing/DP154064/30.jpg,矣,regular,zhong-shaojing,DP154064,"[1358, 2107, 1552, 2286]"
2100,images/regular/zhong-shaojing/DP154064/31.jpg,長,regular,zhong-shaojing,DP154064,"[243, 1455, 460, 1658]"
2101,images/regular/zhong-shaojing/DP154064/32.jpg,矣,regular,zhong-shaojing,DP154064,"[1087, 1959, 1271, 2138]"
2102,images/regular/zhong-shaojing/DP154064/33.jpg,靈,regular,zhong-shaojing,DP154064,"[534, 2469, 725, 2657]"
2103,images/regular/zhong-shaojing/DP154064/34.jpg,之,regular,zhong-shaojing,DP154064,"[269, 537, 456, 699]"
2104,images/regular/zhong-shaojing/DP154064/35.jpg,上,regular,zhong-shaojing,DP154064,"[813, 324, 1018, 518]"
2105,images/regular/zhong-shaojing/DP154064/36.jpg,發,regular,zhong-shaojing,DP154064,"[530, 3098, 721, 3280]"
2106,images/regular/zhong-shaojing/DP154064/37.jpg,之,regular,zhong-shaojing,DP154064,"[532, 1101, 726, 1281]"
2107,images/regular/zhong-shaojing/DP154064/38.jpg,清,regular,zhong-shaojing,DP154064,"[817, 528, 1028, 733]"
2108,images/regular/zhong-shaojing/DP154064/39.jpg,之,regular,zhong-shaojing,DP154064,"[802, 3072, 998, 3231]"
2109,images/regular/zhong-shaojing/DP154064/40.jpg,真,regular,zhong-shaojing,DP154064,"[773, 2861, 987, 3068]"
2110,images/regular/zhong-shaojing/DP154064/41.jpg,當,regular,zhong-shaojing,DP154064,"[810, 1892, 997, 2078]"
2111,images/regular/zhong-shaojing/DP154064/42.jpg,破,regular,zhong-shaojing,DP154064,"[1356, 1317, 1559, 1509]"
2112,images/regular/zhong-shaojing/DP154064/43.jpg,為,regular,zhong-shaojing,DP154064,"[1336, 3100, 1538, 3286]"
2113,images/regular/zhong-shaojing/DP154064/44.jpg,虛,regular,zhong-shaojing,DP154064,"[817, 1084, 999, 1265]"
2114,images/regular/zhong-shaojing/DP154064/45.jpg,身,regular,zhong-shaojing,DP154064,"[1080, 1159, 1277, 1354]"
2115,images/regular/zhong-shaojing/DP154064/46.jpg,此,regular,zhong-shaojing,DP154064,"[1382, 752, 1577, 924]"
2116,images/regular/zhong-shaojing/DP154064/47.jpg,變,regular,zhong-shaojing,DP154064,"[293, 2259, 491, 2457]"
2117,images/regular/zhong-shaojing/DP154064/48.jpg,通,regular,zhong-shaojing,DP154064,"[531, 1874, 728, 2068]"
2118,images/regular/zhong-shaojing/DP154064/49.jpg,視,regular,zhong-shaojing,DP154064,"[276, 2056, 475, 2244]"
2119,images/regular/zhong-shaojing/DP154064/50.jpg,修,regular,zhong-shaojing,DP154064,"[255, 332, 448, 521]"
2120,images/regular/zhong-shaojing/DP154064/51.jpg,者,regular,zhong-shaojing,DP154064,"[1326, 2914, 1532, 3099]"
2121,images/regular/zhong-shaojing/DP154064/52.jpg,將,regular,zhong-shaojing,DP154064,"[1110, 960, 1302, 1141]"
2122,images/regular/zhong-shaojing/DP154064/53.jpg,致,regular,zhong-shaojing,DP154064,"[541, 1674, 733, 1864]"
2123,images/regular/zhong-shaojing/DP154064/54.jpg,登,regular,zhong-shaojing,DP154064,"[1371, 1734, 1557, 1914]"
2124,images/regular/zhong-shaojing/DP154064/55.jpg,既,regular,zhong-shaojing,DP154064,"[540, 1293, 734, 1482]"
2125,images/regular/zhong-shaojing/DP154064/56.jpg,信,regular,zhong-shaojing,DP154064,"[1367, 2304, 1559, 2489]"
2126,images/regular/zhong-shaojing/DP154064/57.jpg,信,regular,zhong-shaojing,DP154064,"[1101, 551, 1300, 737]"
2127,images/regular/zhong-shaojing/DP154064/58.jpg,者,regular,zhong-shaojing,DP154064,"[1085, 740, 1296, 944]"
2128,images/regular/zhong-shaojing/DP154064/59.jpg,精,regular,zhong-shaojing,DP154064,"[1368, 335, 1579, 541]"
2129,images/regular/zhong-shaojing/DP154064/60.jpg,修,regular,zhong-shaojing,DP154064,"[1387, 543, 1587, 734]"
2130,images/regular/zhong-shaojing/DP154064/61.jpg,券,regular,zhong-shaojing,DP154064,"[1356, 1519, 1574, 1726]"
2131,images/regular/zhong-shaojing/DP154064/62.jpg,降,regular,zhong-shaojing,DP154064,"[548, 2076, 752, 2273]"
2132,images/regular/zhong-shaojing/DP154064/63.jpg,得,regular,zhong-shaojing,DP154064,"[521, 345, 724, 542]"
2133,images/regular/zhong-shaojing/DP154064/64.jpg,行,regular,zhong-shaojing,DP154064,"[286, 3063, 490, 3256]"
2134,images/regular/zhong-shaojing/DP154064/65.jpg,速,regular,zhong-shaojing,DP154064,"[536, 1475, 732, 1665]"
2135,images/regular/zhong-shaojing/DP154064/66.jpg,廚,regular,zhong-shaojing,DP154064,"[285, 3263, 479, 3448]"
2136,images/regular/zhong-shaojing/DP154064/67.jpg,行,regular,zhong-shaojing,DP154064,"[534, 545, 736, 737]"
2137,images/regular/zhong-shaojing/DP154064/68.jpg,沒,regular,zhong-shaojing,DP154064,"[1083, 1373, 1285, 1562]"
2138,images/regular/zhong-shaojing/DP154064/69.jpg,泉,regular,zhong-shaojing,DP154064,"[1090, 1754, 1284, 1943]"
2139,images/regular/zhong-shaojing/DP154064/70.jpg,行,regular,zhong-shaojing,DP154064,"[534, 915, 736, 1109]"
2140,images/regular/zhong-shaojing/DP154064/71.jpg,精,regular,zhong-shaojing,DP154064,"[787, 2478, 989, 2678]"
2141,images/regular/zhong-shaojing/DP154064/72.jpg,得,regular,zhong-shaojing,DP154064,"[791, 2094, 992, 2291]"
2142,images/regular/zhong-shaojing/DP154064/73.jpg,道,regular,zhong-shaojing,DP154064,"[787, 1665, 990, 1867]"
2143,images/regular/zhong-shaojing/DP154064/74.jpg,道,regular,zhong-shaojing,DP154064,"[1366, 939, 1560, 1134]"
2144,images/regular/zhong-shaojing/DP154064/75.jpg,氣,regular,zhong-shaojing,DP154064,"[519, 2681, 724, 2886]"
2145,images/regular/zhong-shaojing/DP154061/0.jpg,不,regular,zhong-shaojing,DP154061,"[813, 3311, 1004, 3446]"
2146,images/regular/zhong-shaojing/DP154061/1.jpg,山,regular,zhong-shaojing,DP154061,"[261, 1599, 448, 1728]"
2147,images/regular/zhong-shaojing/DP154061/2.jpg,白,regular,zhong-shaojing,DP154061,"[1360, 2436, 1531, 2564]"
2148,images/regular/zhong-shaojing/DP154061/3.jpg,玉,regular,zhong-shaojing,DP154061,"[828, 2949, 1001, 3079]"
2149,images/regular/zhong-shaojing/DP154061/4.jpg,日,regular,zhong-shaojing,DP154061,"[1370, 576, 1552, 716]"
2150,images/regular/zhong-shaojing/DP154061/5.jpg,二,regular,zhong-shaojing,DP154061,"[1087, 2649, 1271, 2778]"
2151,images/regular/zhong-shaojing/DP154061/6.jpg,巨,regular,zhong-shaojing,DP154061,"[256, 1747, 438, 1905]"
2152,images/regular/zhong-shaojing/DP154061/7.jpg,剪,regular,zhong-shaojing,DP154061,"[1104, 3387, 1299, 3580]"
2153,images/regular/zhong-shaojing/DP154061/8.jpg,六,regular,zhong-shaojing,DP154061,"[1333, 2818, 1544, 2977]"
2154,images/regular/zhong-shaojing/DP154061/9.jpg,上,regular,zhong-shaojing,DP154061,"[1346, 1706, 1535, 1854]"
2155,images/regular/zhong-shaojing/DP154061/10.jpg,六,regular,zhong-shaojing,DP154061,"[1329, 2090, 1529, 2238]"
2156,images/regular/zhong-shaojing/DP154061/11.jpg,廿,regular,zhong-shaojing,DP154061,"[1101, 2483, 1282, 2617]"
2157,images/regular/zhong-shaojing/DP154061/12.jpg,十,regular,zhong-shaojing,DP154061,"[1349, 3029, 1533, 3167]"
2158,images/regular/zhong-shaojing/DP154061/13.jpg,洩,regular,zhong-shaojing,DP154061,"[817, 3453, 1012, 3616]"
2159,images/regular/zhong-shaojing/DP154061/14.jpg,絲,regular,zhong-shaojing,DP154061,"[1091, 1158, 1277, 1307]"
2160,images/regular/zhong-shaojing/DP154061/15.jpg,兩,regular,zhong-shaojing,DP154061,"[1357, 2261, 1537, 2403]"
2161,images/regular/zhong-shaojing/DP154061/16.jpg,之,regular,zhong-shaojing,DP154061,"[265, 799, 462, 977]"
2162,images/regular/zhong-shaojing/DP154061/17.jpg,石,regular,zhong-shaojing,DP154061,"[237, 1937, 433, 2091]"
2163,images/regular/zhong-shaojing/DP154061/18.jpg,五,regular,zhong-shaojing,DP154061,"[1077, 1679, 1275, 1836]"
2164,images/regular/zhong-shaojing/DP154061/19.jpg,名,regular,zhong-shaojing,DP154061,"[803, 3110, 983, 3262]"
2165,images/regular/zhong-shaojing/DP154061/20.jpg,以,regular,zhong-shaojing,DP154061,"[1101, 3050, 1287, 3185]"
2166,images/regular/zhong-shaojing/DP154061/21.jpg,刀,regular,zhong-shaojing,DP154061,"[539, 2875, 716, 3031]"
2167,images/regular/zhong-shaojing/DP154061/22.jpg,矣,regular,zhong-shaojing,DP154061,"[529, 781, 716, 942]"
2168,images/regular/zhong-shaojing/DP154061/23.jpg,負,regular,zhong-shaojing,DP154061,"[542, 1350, 723, 1529]"
2169,images/regular/zhong-shaojing/DP154061/24.jpg,詣,regular,zhong-shaojing,DP154061,"[529, 3421, 716, 3586]"
2170,images/regular/zhong-shaojing/DP154061/25.jpg,兩,regular,zhong-shaojing,DP154061,"[1096, 1506, 1278, 1661]"
2171,images/regular/zhong-shaojing/DP154061/26.jpg,盟,regular,zhong-shaojing,DP154061,"[812, 1933, 1010, 2101]"
2172,images/regular/zhong-shaojing/DP154061/27.jpg,以,regular,zhong-shaojing,DP154061,"[825, 1762, 1007, 1896]"
2173,images/regular/zhong-shaojing/DP154061/28.jpg,蒙,regular,zhong-shaojing,DP154061,"[255, 1382, 464, 1591]"
2174,images/regular/zhong-shaojing/DP154061/29.jpg,六,regular,zhong-shaojing,DP154061,"[1078, 1324, 1274, 1467]"
2175,images/regular/zhong-shaojing/DP154061/30.jpg,三,regular,zhong-shaojing,DP154061,"[527, 1739, 723, 1894]"
2176,images/regular/zhong-shaojing/DP154061/31.jpg,之,regular,zhong-shaojing,DP154061,"[258, 2306, 457, 2474]"
2177,images/regular/zhong-shaojing/DP154061/32.jpg,之,regular,zhong-shaojing,DP154061,"[1359, 1339, 1545, 1495]"
2178,images/regular/zhong-shaojing/DP154061/33.jpg,父,regular,zhong-shaojing,DP154061,"[541, 2102, 740, 2272]"
2179,images/regular/zhong-shaojing/DP154061/34.jpg,血,regular,zhong-shaojing,DP154061,"[813, 768, 1012, 943]"
2180,images/regular/zhong-shaojing/DP154061/35.jpg,之,regular,zhong-shaojing,DP154061,"[269, 3247, 455, 3407]"
2181,images/regular/zhong-shaojing/DP154061/36.jpg,代,regular,zhong-shaojing,DP154061,"[1101, 3222, 1292, 3396]"
2182,images/regular/zhong-shaojing/DP154061/37.jpg,水,regular,zhong-shaojing,DP154061,"[264, 2478, 461, 2649]"
2183,images/regular/zhong-shaojing/DP154061/38.jpg,經,regular,zhong-shaojing,DP154061,"[260, 3068, 463, 3250]"
2184,images/regular/zhong-shaojing/DP154061/39.jpg,六,regular,zhong-shaojing,DP154061,"[1076, 606, 1285, 766]"
2185,images/regular/zhong-shaojing/DP154061/40.jpg,有,regular,zhong-shaojing,DP154061,"[247, 2872, 448, 3068]"
2186,images/regular/zhong-shaojing/DP154061/41.jpg,師,regular,zhong-shaojing,DP154061,"[271, 3430, 456, 3602]"
2187,images/regular/zhong-shaojing/DP154061/42.jpg,津,regular,zhong-shaojing,DP154061,"[255, 2669, 457, 2859]"
2188,images/regular/zhong-shaojing/DP154061/43.jpg,歃,regular,zhong-shaojing,DP154061,"[828, 588, 1013, 751]"
2189,images/regular/zhong-shaojing/DP154061/44.jpg,雙,regular,zhong-shaojing,DP154061,"[1118, 768, 1292, 947]"
2190,images/regular/zhong-shaojing/DP154061/45.jpg,信,regular,zhong-shaojing,DP154061,"[536, 1544, 729, 1713]"
2191,images/regular/zhong-shaojing/DP154061/46.jpg,祖,regular,zhong-shaojing,DP154061,"[526, 1922, 725, 2086]"
2192,images/regular/zhong-shaojing/DP154061/47.jpg,經,regular,zhong-shaojing,DP154061,"[1356, 1144, 1551, 1320]"
2193,images/regular/zhong-shaojing/DP154061/48.jpg,繒,regular,zhong-shaojing,DP154061,"[1097, 2101, 1284, 2272]"
2194,images/regular/zhong-shaojing/DP154061/49.jpg,之,regular,zhong-shaojing,DP154061,"[820, 1353, 1016, 1518]"
2195,images/regular/zhong-shaojing/DP154061/50.jpg,母,regular,zhong-shaojing,DP154061,"[532, 2285, 722, 2449]"
